student_id,timestamp,package_name,additional_data,research_experiment,experiment_group,video_title,video_id
5,1749511949,ai.elimu.filamu,,,,akili and me - letter a,1
5,1749511995,ai.elimu.filamu,{'video_playback_position_ms': 18144},,,akili and me - letter a,1
5,1749512026,ai.elimu.filamu,,,,akili and me - letter c,3
5,1749512083,ai.elimu.filamu,{'video_playback_position_ms': 28941},,,akili and me - letter c,3
5,1749512144,ai.elimu.filamu,,,,akili and me - letter i,33
5,1749512194,ai.elimu.filamu,{'video_playback_position_ms': 33862},,,akili and me - letter i,33
5,1749512269,ai.elimu.filamu,,,,akili and me - letter a,1
5,1749512285,ai.elimu.filamu,{'video_playback_position_ms': 26499},,,akili and me - letter a,1
5,1749512335,ai.elimu.filamu,,,,akili and me - letter b,2
5,1749512378,ai.elimu.filamu,{'video_playback_position_ms': 14575},,,akili and me - letter b,2
5,1749598061,ai.elimu.filamu,,,,akili and me - letter a,1
5,1749598111,ai.elimu.filamu,{'video_playback_position_ms': 25337},,,akili and me - letter a,1
5,1749598169,ai.elimu.filamu,,,,akili and me - letter b,2
5,1749598198,ai.elimu.filamu,{'video_playback_position_ms': 13201},,,akili and me - letter b,2
5,1749598243,ai.elimu.filamu,,,,akili and me - letter a,1
5,1749598275,ai.elimu.filamu,{'video_playback_position_ms': 50321},,,akili and me - letter a,1
5,1749598311,ai.elimu.filamu,,,,akili and me - letter i,33
5,1749598327,ai.elimu.filamu,{'video_playback_position_ms': 2184},,,akili and me - letter i,33
5,1749598372,ai.elimu.filamu,,,,akili and me - letter c,3
5,1749598426,ai.elimu.filamu,{'video_playback_position_ms': 4185},,,akili and me - letter c,3
5,1749685859,ai.elimu.filamu,,,,akili and me - letter a,1
5,1749685889,ai.elimu.filamu,{'video_playback_position_ms': 39929},,,akili and me - letter a,1
5,1749685935,ai.elimu.filamu,,,,akili and me - letter i,33
5,1749685973,ai.elimu.filamu,{'video_playback_position_ms': 1544},,,akili and me - letter i,33
5,1749686001,ai.elimu.filamu,,,,akili and me - letter a,1
5,1749686041,ai.elimu.filamu,{'video_playback_position_ms': 39394},,,akili and me - letter a,1
5,1749686110,ai.elimu.filamu,,,,akili and me - letter i,33
5,1749686130,ai.elimu.filamu,{'video_playback_position_ms': 19144},,,akili and me - letter i,33
5,1749780781,ai.elimu.filamu,,,,akili and me - the rectangle song,13
5,1749780814,ai.elimu.filamu,{'video_playback_position_ms': 50001},,,akili and me - the rectangle song,13
5,1749780928,ai.elimu.filamu,,,,akili and me - letter i,33
5,1749780953,ai.elimu.filamu,{'video_playback_position_ms': 14402},,,akili and me - letter i,33
5,1749781069,ai.elimu.filamu,,,,akili and me - the rectangle song,13
5,1749781080,ai.elimu.filamu,{'video_playback_position_ms': 27687},,,akili and me - the rectangle song,13
5,1749781197,ai.elimu.filamu,,,,akili and me - letter b,2
5,1749781234,ai.elimu.filamu,{'video_playback_position_ms': 40476},,,akili and me - letter b,2
5,1749781272,ai.elimu.filamu,,,,akili and me - letter a,1
5,1749781291,ai.elimu.filamu,{'video_playback_position_ms': 40028},,,akili and me - letter a,1
5,1749781375,ai.elimu.filamu,,,,[test] a test video,44
5,1749781417,ai.elimu.filamu,{'video_playback_position_ms': 2045},,,[test] a test video,44
5,1749943785,ai.elimu.filamu,,,,akili and me - the rectangle song,13
5,1749943832,ai.elimu.filamu,{'video_playback_position_ms': 49391},,,akili and me - the rectangle song,13
5,1749943894,ai.elimu.filamu,,,,akili and me - letter b,2
5,1749943938,ai.elimu.filamu,{'video_playback_position_ms': 35053},,,akili and me - letter b,2
5,1749943991,ai.elimu.filamu,,,,akili and me - the rectangle song,13
5,1749944027,ai.elimu.filamu,{'video_playback_position_ms': 36517},,,akili and me - the rectangle song,13
5,1749944136,ai.elimu.filamu,,,,akili and me - letter a,1
5,1749944188,ai.elimu.filamu,{'video_playback_position_ms': 42166},,,akili and me - letter a,1
5,1749944248,ai.elimu.filamu,,,,[test] a test video,44
5,1749944288,ai.elimu.filamu,{'video_playback_position_ms': 32067},,,[test] a test video,44
5,1749944319,ai.elimu.filamu,,,,akili and me - the rectangle song,13
5,1749944376,ai.elimu.filamu,{'video_playback_position_ms': 18675},,,akili and me - the rectangle song,13
5,1749944489,ai.elimu.filamu,,,,akili and me - letter b,2
5,1749944509,ai.elimu.filamu,{'video_playback_position_ms': 15716},,,akili and me - letter b,2
5,1749944574,ai.elimu.filamu,,,,akili and me - letter c,3
5,1749944600,ai.elimu.filamu,{'video_playback_position_ms': 20949},,,akili and me - letter c,3
5,1749944637,ai.elimu.filamu,,,,akili and me - letter b,2
5,1749944662,ai.elimu.filamu,{'video_playback_position_ms': 56218},,,akili and me - letter b,2
5,1749944743,ai.elimu.filamu,,,,akili and me - the rectangle song,13
5,1749944786,ai.elimu.filamu,{'video_playback_position_ms': 40266},,,akili and me - the rectangle song,13
5,1749944884,ai.elimu.filamu,,,,akili and me - letter c,3
5,1749944911,ai.elimu.filamu,{'video_playback_position_ms': 2032},,,akili and me - letter c,3
5,1749944980,ai.elimu.filamu,,,,akili and me - letter i,33
5,1749944996,ai.elimu.filamu,{'video_playback_position_ms': 53090},,,akili and me - letter i,33
5,1749945040,ai.elimu.filamu,,,,akili and me - letter c,3
5,1749945065,ai.elimu.filamu,{'video_playback_position_ms': 26463},,,akili and me - letter c,3
5,1749945157,ai.elimu.filamu,,,,[test] a test video,44
5,1749945195,ai.elimu.filamu,{'video_playback_position_ms': 51726},,,[test] a test video,44
5,1749945210,ai.elimu.filamu,,,,akili and me - letter a,1
5,1749945230,ai.elimu.filamu,{'video_playback_position_ms': 34380},,,akili and me - letter a,1
5,1749945273,ai.elimu.filamu,,,,akili and me - letter b,2
5,1749945321,ai.elimu.filamu,{'video_playback_position_ms': 55740},,,akili and me - letter b,2
5,1749945434,ai.elimu.filamu,,,,akili and me - letter d,4
5,1749945487,ai.elimu.filamu,{'video_playback_position_ms': 18632},,,akili and me - letter d,4
5,1749945606,ai.elimu.filamu,,,,akili and me - letter c,3
5,1749945616,ai.elimu.filamu,{'video_playback_position_ms': 23654},,,akili and me - letter c,3
5,1749945631,ai.elimu.filamu,,,,akili and me - letter c,3
5,1749945645,ai.elimu.filamu,{'video_playback_position_ms': 4042},,,akili and me - letter c,3
5,1750031160,ai.elimu.filamu,,,,akili and me - letter i,33
5,1750031163,ai.elimu.filamu,{'video_playback_position_ms': 6508},,,akili and me - letter i,33
5,1750031275,ai.elimu.filamu,,,,akili and me - letter d,4
5,1750031290,ai.elimu.filamu,{'video_playback_position_ms': 14415},,,akili and me - letter d,4
5,1750031368,ai.elimu.filamu,,,,akili and me - letter c,3
5,1750031379,ai.elimu.filamu,{'video_playback_position_ms': 59732},,,akili and me - letter c,3
5,1750031408,ai.elimu.filamu,,,,akili and me - the rectangle song,13
5,1750031436,ai.elimu.filamu,{'video_playback_position_ms': 25000},,,akili and me - the rectangle song,13
5,1750031545,ai.elimu.filamu,,,,akili and me - letter a,1
5,1750031578,ai.elimu.filamu,{'video_playback_position_ms': 14551},,,akili and me - letter a,1
5,1750031598,ai.elimu.filamu,,,,akili and me - letter d,4
5,1750031630,ai.elimu.filamu,{'video_playback_position_ms': 57600},,,akili and me - letter d,4
5,1750031660,ai.elimu.filamu,,,,akili and me - the rectangle song,13
5,1750031671,ai.elimu.filamu,{'video_playback_position_ms': 12031},,,akili and me - the rectangle song,13
5,1750031746,ai.elimu.filamu,,,,akili and me - letter a,1
5,1750031800,ai.elimu.filamu,{'video_playback_position_ms': 1880},,,akili and me - letter a,1
5,1750031836,ai.elimu.filamu,,,,akili and me - letter a,1
5,1750031854,ai.elimu.filamu,{'video_playback_position_ms': 37559},,,akili and me - letter a,1
5,1750031923,ai.elimu.filamu,,,,akili and me - letter b,2
5,1750031959,ai.elimu.filamu,{'video_playback_position_ms': 16999},,,akili and me - letter b,2
5,1750032075,ai.elimu.filamu,,,,akili and me - letter a,1
